Food,Associativity,Region,Type,Category,Allergy,Serving,Total Weight (gms),Energy(kcal),Proteins,Carbohydrates,Fats,Fiber,Carbon Footprint(kg CO2e),Ingredients,stress_relief,mood_boost,anxiety_reduction,sleep_improvement,cognitive_function
Masala Tea,12,"North,East,West",Beverages,Veg,dairy ,2 cup,270,40,4.0,6.0,0.0,1.0,0.755,Milk-250 gms; Ginger-5 gms; Tea-15 gms,0.3030235987011042,0.0069153159501996716,0.2060997474747475,0.005848367394879024,0.30070755093756185
Tea,12,"North,East,West",Beverages,Veg,dairy ,1 cup,165,15,1.0,3.0,0.0,1.0,0.465,Tea-15 gms; Milk-150 gms,0.3012570344876615,0.003061193328635189,0.2028270202020202,0.002891355414611229,0.2993562406924948
Haldi Milk,12,"North,East,West",Beverages,Veg,dairy ,1 glass,132,42,3.0,7.0,0.0,1.0,0.3745,Turmeric powder-7 gms; Milk-125 gms,0.3015867420199978,0.006018205308902984,0.2050088383838384,0.0053794926004228335,0.2985611103026218
Coffee Double Expresso (Skimmed milk),12,Continental,Beverages,Veg,"dairy,caffeine",1 cup,132,40,3.0,6.0,0.0,0.0,0.4655,Milk-125 gms; coffee-7 gms,0.3005355936505991,0.004435517970401691,0.20327272727272727,0.0037322057787174067,0.29888936911938
Chilli Paneer,6,"North,East,West",Appetizer,Veg,dairy ,1 medium,256,254,12.0,9.0,17.0,3.0,0.19605,Black pepper-15 gms; Common salt-15 gms; Cooking oil-15 gms;Garlic-15 gms; Ginger-15 gms; Onion-0.25 small bowl; Capsicum-0.25 small -150 gms;; soya sauce-15 gms; VINEGAR-15 gms; Onion-1 gms; Paneer-2 Medium cube,0.27932412574191057,0.019001761804087386,0.19329924242424246,0.015219520789288232,0.3051293120898817
Corn Cutlet,6,"North,East,West",Appetizer,Veg,dairy ,2 number,493,137,3.0,19.0,5.0,2.0,0.388,POTATO-175 gms; Chillies-15 gms; Coriander leaves-15 gms; Common salt-15 gms; Cooking oil-15 gms; Cumin seeds-4 gms; Chillies-4 gms; Besan-250 gms,0.28949116701741373,0.00973267559314071,0.19939200831847892,0.009869156683110173,0.29032175768307455
Chilli Paneer & Baby corn,6,"North,East,West",Appetizer,Veg,dairy ,2 small bowl,365,148,5.0,8.0,10.0,4.0,0.32175,Babycorn-75 gms; Black pepper-7 gms; Common salt-7 gms; Cooking oil-30 gms;Garlic-15 gms; Ginger-15 gms; Chillies-15 gms; soya sauce-15 gms; Onion-1 gms; Paneer-125 gmans;Onion-90 gms; Green Bell pepper-95 gms,0.2880497594899856,0.012560488607000235,0.19769310754604874,0.011259102654451493,0.29950563900373833
"Chilli Paneer with Salad (Bell peppers, Broccoli & Cherry tomatoes)",6,"North,East,West","Lunch,Dinner",Veg,dairy ,1 small bowl,392,282,12.0,16.0,17.0,5.0,1.0491,Paneer-75 gms; Black pepper-15 gms; Common salt-15 gms; Cooking oil-30 gms;Garlic-15 gms; Ginger-15 gms; Capsicum-75 gms; Lemon-15 gms; Onion-75 gms; Broccoli-62 gms,0.2794568695801582,0.023136128729151984,0.19677146464646467,0.01980608409678177,0.30053368865526586
Dal Kebab,6,"North,East,West",Appetizer,Veg,dairy ,3 medium,206,96,4.0,12.0,3.0,2.0,0.2601,POTATO-125 gm; Chillies-15 gms; Coriander leaves-4 gms; Common salt-7 gms; Cooking oil-15 gms; Cumin seeds-4 gms; Ginger-7 gms; Garlic-4 gms; Besan-150 gms,0.2963344295148544,0.009466995536762978,0.20342409387997623,0.008787643880667138,0.2959280687742127
Dahi Channa Kebab,6,"North,East,West",Appetizer,Veg,dairy ,1 number,347,417,20.0,57.0,12.0,18.0,0.4215,Yoghurt-15 gms; Tomato-120 gms;Coriander leaves-15 gms; Common salt-15 gms; Cooking oil-15 gms; Cumin seeds-4 gms; Coriander seeds-4 gms; Ginger-4 gms; Garlic-1.5 gms; Channa Dal-150 gms,0.29987326968984884,0.05786469344608879,0.23542112299465243,0.05427413671599718,0.28556873189306664
Grilled Paneer,0,"North,East,West",Appetizer,Veg,dairy ,4 medium,153,76,4.0,3.0,6.0,0.0,0.7142,Paneer-50 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Chillies-7 gms; Yoghurt-70 gms,0.2922363445136784,0.004945031712473573,0.19554010695187168,0.0036842847075405217,0.3036224216476777
Pav Bhaji,11,"North,East,West",Snacks,Veg,dairy ,1 small bowl,1533,548,27.0,77.0,11.0,33.0,1.4193,POTATO-200 gms; Capsicum-250 gms; carrot-250 gms; Peas-250 gms; Cauliflower-250 gms; Onion-150 gms; Tomato-120 gms; Turmeric powder-7 gms; Common salt-7 gms; BUTTER-15 gms; Cooking oil-15 gms; Coriander leaves-4 gms; Lemon-15 gms,0.3173639921932436,0.09021035940803382,0.27056974153297686,0.08536633779657035,0.27532446388737863
Paneer Tikka Kathi Roll,11,East,Snacks,Veg,dairy ,1 number,565,403,23.0,57.0,7.0,6.0,1.70105,Lemon-4 gms; Common salt-7 gms; Onion-120 gms; Capsicum-125 gms; Lettuce Leaf-125 gms; Cooking oil-15 gms; Yoghurt-15 gms; Chillies-4 gms; Paneer-150 gms,0.2957717299157042,0.0444707540521494,0.22521345811051693,0.039789288231148696,0.28596814788844943
Noodles Paneer Sizzler,0,Continental,"Lunch,Dinner",Veg,dairy ,1 medium bowl,382,521,27.0,26.0,33.0,6.0,1.4333,Paneer-125 gms; Lettuce Leaf-20 gms; Common salt-15 gms; Capsicum-70 gms; Onion-70 gms;Mint leaves-15 gms; Ginger-7 gms;Garlic-15 gms; Cumin seeds-7 gms; Coriander seeds-4 gms; Garlic-4 gms; Chillies-15 gms; Cooking oil-15 gms,0.2625025333240091,0.042826638477801264,0.19134180035650625,0.03468804322292694,0.3121088990900859
Methi Paneer Vegetable,2,"North,East,West",Dry Curry,Veg,dairy ,1 small bowl,335,239,11.0,12.0,12.0,5.0,0.9593,Paneer-75 gms; Fenugreek leaves-62 gms; Tomato-75 gms; Onion-60 gms; Chillies-7 gms; Cumin powder-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Chillies-4 gms; Coriander seeds-7 gms,0.2872276304699352,0.02127002583979328,0.20303349673202617,0.018045219638242894,0.29842013022091624
Mushroom Paneer masala,2,"North,East,West",Dry Curry,Veg,dairy ,1 small bowl,489,213,15.0,17.0,7.0,5.0,1.9567,MUSHROOM-100 gms; Tomato-120 gms; Onion-50 gms; Cumin powder-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Garlic-2.5 gms; Chillies-7 gms; Coriander powder-7 gms; Paneer-150 gms; Ginger-5 gms,0.29996692775212597,0.02660265445149166,0.21475007427213308,0.022246300211416492,0.3026072809350304
Vegetable idli (Rice idli),14,South,"Breakfast,Lunch,Dinner",Veg,dairy ,3 medium,266,59,1.0,10.0,1.0,1.0,0.7221,CARROT-30 gms; Peas-30 gms; Capsicum-30 gms; Mustard seeds-4 gms; Gram dal-4 gms; Curry leaves-4 gms; Cooking oil-7 gms; Common salt-7 gms; Rice-150 gms,0.29654324632685003,0.004417782475922011,0.2013564319667261,0.004700140944326992,0.293605134959107
SAMAKHIA KHEER,0,"North,East,West",Snacks,Veg,dairy ,2 medium bowl,87,273,10.0,31.0,12.0,3.0,0.26925,Milk-500 ml; Almond-5 gms; Dates-2 gms; RAISINS-5 gms; Samakhia Rice-75 gms,0.2807341476992071,0.02108350951374207,0.19847036541889485,0.0194497298567066,0.29102154851784384
Makhana Kheer,0,"North,East,West","Lunch,Dinner",Veg,dairy ,4 small bowl,294,277,15.0,50.0,2.0,2.0,0.44625,Makhana-250 gms; Almond-5 gms; Milk-30 gms; Dates-4 gms; Raisins-5 gms,0.29658365923301333,0.028831336622034295,0.21689468211527035,0.026606765327695563,0.2847500576222952
Reshami Tikka,6,"North,East,West",Appetizer,Veg,dairy ,3 medium,258,28,4.0,2.0,1.0,1.0,0.6071,Turmeric powder-4 gms; Yoghurt-15 gms; Common salt-15 gms; Black pepper-15 gms; Coriander leaves-4 gms; Lemon-0.5 gms;Yoghurt-200 gms,0.3029054339749084,0.006140122151750059,0.20462915923945338,0.004814775663612873,0.3041476920734056
Reshami Tikka (Paneer),6,"North,East,West",Appetizer,Veg,dairy ,1 medium bowl,378,157,9.0,13.0,6.0,4.0,1.7178,Capsicum-62 gms; Onion-62 gms; Turmeric powder-4 gms; Common salt-15 gms; Cooking oil-1 ml; Lemon-0.5 gms; Coriander leaves-5 gms; Paneer-150 gms; Ginger powder-15 gms; Garlic powder-15 gms; Garam Masala-15 gms; Red chilli Powder-15 gms; Cumin Powder-15 gms,0.296813850949071,0.017893117218698615,0.20793909685086157,0.015460183227625088,0.29941884865987695
Risotto recipe (No cheese),0, Continental,"Lunch,Dinner",Veg,dairy ,1 small bowl,1039,980,20.0,185.0,16.0,11.0,2.13022,Onion-62 gms;Garlic-7 gms; MUSHROOM-62 gms; Common salt-15 gms; Black pepper-15 gms;Parsley-15 gms; Vegetable Broth-300 gms; Arborio rice-500 gms; Rosemary-24 gms; thyme-24 gms; Olive oil-15 gms,0.24075213208079566,0.07294867277425417,0.21738599227569816,0.07762684989429175,0.19904622791679036
Besan Milk,12,"North,South,East,west",Beverages,Veg,dairy ,2 cup,281,47,3.0,7.0,1.0,2.0,0.7425,Besan-24 gms; CARDAMOM-7 gms; Milk-250 gms,0.30128875510035713,0.007407094197791873,0.2052743612596554,0.006768381489311722,0.29921105149602023
Curd,4,"North,South,East,West",Lunch,Veg,dairy ,2 small bowl,504,183,8.0,13.0,11.0,0.0,1.41,Milk-500 gms; Yoghurt-4 gms,0.2830316243739509,0.011246652572233968,0.19255080213903744,0.009177354944796805,0.3006862434003082
Boondi Raita,4,North ,Lunch,Veg,dairy ,1 small bowl,404,194,11.0,13.0,11.0,1.0,0.6266,Yoghurt-250 gms; Coriander leaves-4 gms; Boondi-150 gms,0.28716237222382524,0.01590826873385013,0.19755964052287583,0.012748062015503877,0.3043353653626832
Beetroot and Paneer Salad,0,"Continental,North,South,East,West",Appetizer,Veg,dairy ,1 small bowl,262,104,11.0,9.0,2.0,3.0,0.5456,BEETROOT-90 gms; CUCUMBER-62 gms; CORIANDER-15 gms; Common salt-15 gms; Black pepper-15 gms; Lemon-15 gms; Paneer-50 gms,0.30690522174467716,0.017910852713178296,0.2142671568627451,0.014492248062015503,0.30587171799915824
Creamy Cucumber Salad,0,"Continental,North,South,East,West",Appetizer,Veg,dairy ,2 small bowl,88,34,3.0,1.0,2.0,1.0,0.4971,CUCUMBER-1 gms; Mint leaves-7 gms; Common salt-15 gms; Black pepper-15 gms; Paneer-50 gms,0.3000373773005731,0.004855414611228565,0.20206766191325018,0.0038291050035236082,0.3028153220402431
CARROT MILK,12,"North,East,West",Beverages,Veg,dairy ,1 cup,330,247,10.0,23.0,3.0,3.0,0.8015,Milk-250 gms; carrot-60 gms; Almond-5 gms; Cardamom-15 gms,0.2927943005963712,0.019533121916842845,0.21170565953654188,0.017382546394174303,0.2820536190180543
BUTTERMILK,4,"North,East,West","Lunch,Dinner",Veg,dairy ,1 glass,162,93,5.0,5.0,1.0,2.0,0.3817,Yoghurt-125 gms; Common salt-15 gms; Mint leaves-3 gms; Cumin seeds-15 gms; Black Pepper-4 gms,0.3000592332530916,0.009201315480385247,0.20745617944147357,0.007706131078224101,0.2952974623469437
MUSHROOM SOUP (WITH ALMOND MILK),0,Continental,Appetizer,Veg,dairy ,1 medium bowl,340,180,8.0,8.0,13.0,3.0,1.0765,MUSHROOM-125 gms; Common salt-15 gms; Almond Milk-200 gms,0.28471776946691174,0.01444432699083862,0.19481795900178256,0.012052031947380786,0.30411980809603384
Broccoli SOUP (WITH LACTOSE FREE MILK),0,Continental,"Lunch,Dinner",Veg,dairy ,1 medium bowl,410,304,15.0,7.0,3.0,2.0,0.7735,Garlic-15 gms; Onion-30 gms; Common salt-15 gms;  Broccoli-150 gms; Lactose Free Milk-200 gms,0.2932649710434244,0.020498003288700963,0.21542409387997624,0.01549565421658445,0.2817891518313527
Paneer Capsicum Onion Vegetable,2,"North,East,West,South",Dry Curry,Veg,dairy ,1 medium katori,607,559,27.0,37.0,33.0,17.0,1.6195,Paneer-100 gms; Capsicum-200 gms; Onion-100 gms; Tomato-100 gms; Cooking oil-15 gms; Cumin seeds-15 gms; Ginger-2.5 gms;Garlic-2.5 gms; Turmeric powder-7 gms; Chillies-15 gms; Coriander seeds-15 gms; Common salt-15 gms; Coriander leaves-15 gms,0.27275213012036104,0.060236199201315475,0.21043902257872849,0.05280819826168663,0.3058719815716787
Hazelnut Asian Lettuce Wrap (Vegetarian with Paneer),0,Continental,"Lunch,Dinner",Veg,dairy ,1 number,336,330,16.0,32.0,14.0,4.0,0.83075,Paneer-60 gms; carrot-80 gms; Capsicum-80 gms; Water Chestnut-40 gms; soya sauce-15 gms; VINEGAR-15 gms; Cooking oil-15 gms; Ginger-7 gms; Chillies-4 gms; Lettuce leaf-20 gms,0.28270221862160205,0.02921165139769791,0.20381075460487227,0.025460653042048392,0.2955164396199123
GREEN BEANS PANEER VegETABLE,2,"North,East,West,South",Dry Curry,Veg,dairy ,1 medium katori,482,270,16.0,18.0,13.0,15.0,0.9345,Beans-250 gms; Paneer-50 gms; Tomato-120 gmsl; Onion-0.5 gms; Garlic-2 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Chillies-7 gms; Common salt-15 gms; Cooking oil-15 gms; Coriander leaves-4 gms,0.3020970976050022,0.04177625088090205,0.22437856506238862,0.03712085976039464,0.3038936158873663
Dahi Aloo Gravy,2,"North,East,West,South",Dry Curry,Veg,dairy ,1 medium katori,301,163,5.0,21.0,5.0,4.0,0.5847,POTATO ; Yoghurt-125 gms; Onion-0.5 gms; Tomato-120 gms)-1 small; Ginger-7 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Coriander seeds-7 gms; Chillies-4 gms; Common salt-15 gms; Fenugreek leaves-4 gms,0.292333494809495,0.015079868451961475,0.20504604872251933,0.014618275781066479,0.2896907567015807
Cold Coffee,12,Continental,Beverages,Veg,"dairy,caffeine",2 cup,765,100,6.0,12.0,0.0,0.0,5.5625,Coffee-250 gms; Brown sugar-15 gms; Milk-500 gms,0.2994298932174069,0.008871035940803382,0.20654545454545456,0.007464411557434813,0.29449615007117746
Fruit Raita,0,"North,East,West",Appetizer,Veg,dairy ,1 medium katori,350,239,8.0,26.0,10.0,4.0,0.7059,Yoghurt-250 gms; Apple-10 gms; Pomegranate-10 gms; Grapes-50 gms; Mint leaves-10 gms; Common salt-15 gms; Black pepper-5 gms,0.28440005322691686,0.019321587972750763,0.200965834818776,0.01809208362696735,0.2900244082957825
Grilled Caesar Salad (non Veg),0,Continental,Appetizer,Non-veg,dairy ,1 small bowl,122,199,19.0,11.0,9.0,4.0,0.35215,Chicken-1 gms; Garlic-7 gms; Common salt-15 gms; Black pepper-15 gms; Lettuce Leaf-30 gms; CHEESE-10 gms; Lemon-15 gms; Yoghurt-15 gms; soya sauce-7 gms; Garlic-7 gms,0.3027855825709701,0.028414611228564715,0.21443642305407012,0.022216114634719286,0.3151189963956538
Bathua raita,4,"North,East,West",Appetizer,Veg,dairy ,1 medium katori,212,98,6.0,7.0,4.0,5.0,0.3165,Bathua leaves-100 gms; Yoghurt-100 gms; Mint leaves-5 gms; Cumin seeds-7 gms,0.30125864680879255,0.014846488137185813,0.20934365715983363,0.01311686633779657,0.3007067618291122
Sugarcane kheer,0,"North,East,West",Snacks,Veg,dairy ,4 gms,180,150,4.0,31.0,2.0,1.0,0.6515,Rice-150 gms; Almond-5.5 gms; Cashew-10 gms; Sugarcane juice-15 gms,0.2917905988873106,0.01176027719050975,0.20315857100415927,0.012308315715292461,0.2855944924864453
Spinach and Walnut Raita,4,Continental,Appetizer,Veg,dairy ,4 medium katori,326,140,5.0,7.0,11.0,3.0,0.2915,Cumin seeds-15 gms; Common salt-15 gms; Yoghurt-15 gms; SPINACH-250 gms; Walnut-11 gms; Coriander Powder-5 gms; Red chilli Powder-15 gms,0.2863880581692538,0.010977801268498942,0.1944864081996435,0.009611815832746066,0.3022892625060655
HOMEMADE PANEER,2,"North,East,West",Dry Curry,Veg,dairy ,1 gms,60,20,0.0,1.0,1.0,0.0,0.0645,Milk-15 gms; VINEGAR-45 gms,0.297255764739738,0.0001937984496124031,0.1985294117647059,0.0002583979328165375,0.2981880000677114
Herb Paneer,6,"North,East,West",Appetizer,Veg,dairy ,4 number,129,14,1.0,1.0,1.0,1.0,0.2406,VINEGAR-45 gms; Capsicum-45 gms; Coriander leaves-7 gms;Mint leaves-7 gms; Black pepper-15 gms; Paneer-10 gms,0.3002361580153805,0.002673596429410383,0.2013564319667261,0.0023745595489781538,0.300990958336168
Paneer Kebab,6,"North,East,West",Appetizer,Veg,dairy ,2 medium,91,141,2.0,5.0,4.0,3.0,0.0861,Paneer-50 g; POTATO-10 gms; Ginger-7 gms; Mint leaves-4 gms; Coriander leaves-15 gms; Cumin seeds powder-15 gms; Black Pepper Powder-10 gms; Common salt-15 gms; Cooking oil-15 gms,0.2902083998821765,0.007317477096546864,0.20150779857397505,0.006913201785294809,0.28637646999608213
Coffee Espresso (Skimmed milk),12,Continental,Beverages,Veg,"dairy,caffeine",1 cup,265,80,6.0,11.0,0.0,0.0,0.9475,Milk-250 gms; coffee-15 gms,0.30107118730119825,0.008677237491190981,0.20654545454545456,0.007206013624618276,0.29777873823876017
Greek Salad,0,Continental,Appetizer,Veg,dairy ,1 small bowl,170,128,2.0,9.0,1.0,4.0,0.1865,CUCUMBER-50 gms; Tomato-50 gms; Capsicum-25 gms; Paneer-20 g; VINEGAR-15 gms; Common salt-15 gms; Black pepper-15 gms,0.29579934234383043,0.009481559783885367,0.20765567439096852,0.009335682405449849,0.28409838759912853
Hariyali Tikka Veg,6,"North,East,West",Appetizer,Veg,dairy ,3 number,245,104,4.0,3.0,8.0,1.0,0.6545,MUSHROOM-15 gms; Cauliflower-15 gms; Capsicum-15 gms; Zucchini-15 gms; Paneer-50 gms; Yoghurt-15 gms; Coriander leaves-30 gms; Mint leaves-15 gms; Spinach-30 gms; Lemon-15 gms; Common salt-15 gms; Cooking oil-15 gms,0.2889479282212072,0.006333920601362462,0.19433504159239454,0.005073173596429411,0.3019679746836502
Lactose Free Milk Coffee With Brown Sugar,12,"North,South,East,West",Beverages,Veg,"dairy,caffeine",1 cup,390,200,7.0,12.0,4.0,0.0,2.8,Milk-250 gms; Brown sugar-15 gms; Coffee-125 gms,0.28808438536529507,0.009961945031712473,0.20175401069518717,0.00819168428470754,0.2857837439926223
Skimmed Milk Coffee Without Sugar,12,"North,South,East,West",Beverages,Veg,"dairy,caffeine",1 cup,382,74,6.0,12.0,0.0,1.0,2.787,Milk-250 gms; Coffee-125 gms; Cinnamon-7 gms,0.3027788533041134,0.010259924829692272,0.20828156565656566,0.008853300446323702,0.29876351468903495
Gujiya,0,"North,South,East,West",Snacks,Veg,dairy ,1 number,231,1192,15.0,126.0,68.0,14.0,0.18075,Atta-100 gms; Ghee-15 gms; COCONUT-50 gms; Jaggery-50 gms; RAISINS-15 gms; Cardamom-1 gms; Sunflower oil-20 ml,0.16328367058583376,0.0602266854592436,0.14066919191919192,0.06291167488841909,0.23163047248479887
Rice kheer,0,"North,East,West",Snacks,Veg,dairy ,1 medium katori,195,223,1.0,12.0,5.0,1.0,0.6735,Milk-20 gms; Rice-150 gms; Jaggery-0.5 gms; CARDAMOM-5 gms; Ghee-15 gms,0.2786728701338786,0.0048053793751468175,0.1954740790255496,0.005216936809960066,0.27257026492610537
Paneer Wrap(Cabbage Leaves),0,Continental,"Lunch,Dinner",Veg,dairy ,1 medium,136,679,27.0,50.0,39.0,13.0,0.3225,Atta-30 gms; Paneer-10 gms; Cabbage-20 g; carrot-15 gms; Onion-20 gms; Ginger-5 gms; Red chilli Powder-7 gms; Cumin seeds-4 gms; Coriander seeds-15 gms; Common salt-15 gms; Olive oil-15 gms,0.25142560744767833,0.05720002349072116,0.19467104872251934,0.05061181583274607,0.29499998197794736
Paneer Wrap(icebarg Leaves),0,Continental,"Lunch,Dinner",Veg,dairy ,1 medium,125,530,26.0,33.0,33.0,5.0,0.1909,Atta-30 gms; Paneer-10 gm; Capsicum-20 gmsr; Onion-15 gms; TOMATO-10 gms; CUCUMBER-15 gms; Cumin seeds-4 gms; CORIANDER leaves-1 gms; Common salt-15 gms; Olive oil-15 gms,0.25927594593579784,0.04170342964529011,0.18851478015448606,0.034380667136481094,0.3088135525964918
Smoothie,12,Continental,Beverages,Veg,dairy ,1 glass,1194,265,15.0,23.0,13.0,1.0,1.60025,Apple-200 gms; Pear-178 gms; Banana-101 gms; Grapes-150 gms; Strawberries-75 gms; Blueberries-75 gms; Mint leaves-15 gms; Yoghurt-150 gms; Milk-250 gms,0.2842208049643339,0.022209889593610522,0.19898210041592396,0.01824113225276016,0.30289608111108013
Pumpkin Soup,0,"North,East,West",Appetizer,Veg,dairy ,4 cup,970,82,4.0,10.0,3.0,1.0,1.3375,PUMPKIN-200 gms; Onion-160 gms; Garlic-15 gms; Olive oil-30 gms; Common salt-15 gms; Broth-300 gms; Milk-250 gms,0.29626805759573055,0.007690509748649284,0.20168798276886513,0.006881959126145174,0.29822588049152055
Tea with Skimmed Milk,12,"North,South,East,West",Beverages,Veg,"dairy,caffeine",1 cup,275,36,2.0,7.0,0.0,0.0,0.752,HONEY-10 gms; Milk-250 gms; Tea-15 gms,0.29959112519463016,0.003538407329105004,0.20218181818181818,0.0032633309842612173,0.29772770493471484
Paneer Stuffed Roti,1,"North,East,West","Lunch,Dinner",Veg,dairy ,2 number,591,199,7.0,39.0,1.0,8.0,1.8726,Atta-250 gms; Common salt-1 gms; Olive oil-15 gms; Paneer-150 gms; Onion-125 gms; Chillies-15 gms; Coriander seeds-15 gms; Coriander Powder-5 gms; Turmeric powder-15 gms,0.30119749582111865,0.026305614282358468,0.22005466428995843,0.026279539581865165,0.2815361086951191
Saute Paneer For Fasting,0,"North,East,West,South",Appetizer,Veg,dairy ,1 medium bowl,179,10,0.0,0.0,0.0,1.0,1.1847,Paneer-112 gms; Olive oil-15 gms; Cumin seeds-15 gms; Common salt-1 gms; Red chilli Powder-15 gms; Lemon-1 gms Coriander leaves-10 gms;Mint leaves-10 gms,0.30039463073588213,0.001388888888888889,0.20173611111111112,0.001388888888888889,0.29835870591620867
Paneer Stuffed Roti using a combination of Oats Bran and Oats Atta,1,"North,East,West","Lunch,Dinner",Veg,dairy ,4 medium,188,36,0.0,0.0,0.0,0.0,1.3695,Cumin seeds-1 gms; Coriander Powder-5 gms; Red chilli Powder-7 gms; Paneer-150 gms; Coriander leaves-10 gms; GHEE-15 gms,0.2970456706491756,0.0,0.2,0.0,0.2940913412983512
Paneer Vegetable curry,2,"North,East,West,South",Dry Curry,Veg,dairy ,2 medium katori,825,44,2.0,7.0,1.0,2.0,3.2985,Paneer-300 gms; Onion-125 gms; Tomato-90 gms; POTATO-150 gms; Capsicum-15 gms; Zucchini-15 gms; Peas-15 gms; Ginger powder-15 gms; Cumin seeds-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Red chilli Powder-15 gms; Common salt-15 gms; Olive oil-30 gms; Coriander leaves-5 gms,0.3002622219401985,0.006316185106882782,0.2041834521687463,0.006041108762038995,0.2978852579029758
Garden Cress Seeds Kheer without Sugar,0,"North,East,West",Snacks,Veg,dairy ,1 cup,577,68,1.0,5.0,5.0,0.0,1.4225,Garden cress seeds-30 gms; Milk-500 gms; cardamom powder-15 gms; HONEY-15 gms; Ghee-15 gms; Almonds-2.2 gms,0.29017762150548376,0.0020599013389711067,0.1937379679144385,0.002019262391355415,0.29801032322487125
Style Beetroot & Paneer Salad,0,Continental,Appetizer,Veg,dairy ,2 small bowl,860,20,1.0,4.0,0.0,1.0,2.739,beetroot-240 gms; Paneer-280 gms; Cucumber-200 gms; Tomato-90 gms; Onion ; Coriander leaves-5 gms; Chat Masala-15 gms; Common salt-15 gms; Lemon-15 gms,0.30084671096671367,0.0032549917782475923,0.2028270202020202,0.003149753347427766,0.2985355936505991
Buttermilk(Toned Milk),4,"North,South,East,West",Breakfast,Veg,dairy ,1 glass,295,147,8.0,13.0,8.0,0.0,0.7075,Milk-250 gms; Curd-15 gms;  Common salt-15 gms; Coriander leaves-15 gms,0.28929477725418706,0.011246652572233968,0.19696256684491978,0.009177354944796805,0.3021831373960747
